UserID,User,Comment Tokenize,Label
12204,Foodee_Xgeaclvs,quay_cuồng công_việc nóng_nực bực_bội ly trà sữa lm tỉnh hà hihi chon 1 ly yakult trà xanh xả xì chét kèm đập_tan nóng dingtea47ch,Neutral
12205,Lợi Nguyễn,trà dingtea thơm mùi nhẹ_nhàng giá_cả hợp_lý túi_tiền quán thân_thiện nhiệt_tình quán điều_chỉnh đường khẩu_vị uống trà xanh kiwi 1 2 đường vừa_miệng thường_xuyên,Positive
12206,Đinh Duyên,uống gắt đường hoá_học nghẹn cổ uống 9h khó_chịu uống trà sữa jasmine không,Negative
12207,REn Lâm,trà sữa ngonthơmnhân thân_thiện toàn trai xinh gái đẹpgiá hợp líphù hợp cac sinh viênkhông gian đẹp rộngmình oder trà sữa dâu kem mouse size l giá 56k ghé thường_xuyên thử món đing tea nge 8 3 quán nhìu chương_trình khuyến_mãi lớnên rủ bạn_bè,Positive
12208,Tramy Pham,thời_đại_trà sữa trà sữa hoài trà ding tea uống thơm vị trà thơm ko gắt trời nóng 1 ly bự l trà nhài sữa trân_châu trà sữa dâu kem mouse 37k 42k no ná thở giá ổn phục_vụ ổn quán rộng mát like,Positive
12209,Rosé,dingtea dạo phốt phiếc thèm trưa nắng quán trà sữa tấp vô trú trà sữa nhài best seler 2 trân_châu chỗ trân_châu keo kinh_nghiệm uống 2x 3x trân_châu trà sữa thơm trân_châu trà olong quen uống bobapop 70 đường trân_châu,Positive
12210,Nhan Too,dingtea nổi hà_nội hcm xa_lạ order trà olong sữa tc trắng 49k l hồng trà sữa tc trắng 49k l trà sữa trân_châu tc trắng 54k l k hợp vị dingtea order 50 đường nhạt trà sữa không vị trà lắm sữa trân_châu đen hôm hình_như quán nấu kỹ lắm hơi sống trân_châu trắng giòn hồng trà sữa ổn vị trà sữa cân_bằng chốt uống dingtea đầu ghét ts uống nhạt món dingtea cmt nha dingtea milkteaholic ansapsaigon fody fodholicvn eatwithnhan milktea delivery lofvn lof,Negative
12211,Pumo Chum,ding tea thử vị uống toàn đùng matcha gren tea ding tea cộng_hoà ok lắm đồ uống matcha ngon không đặc_trưng thân_thiện không_gian rộng_rãi mát rười_rượi trắc_địa bàn ghế hơi mệt lưng,Neutral
12212,Kim Ngân,phục_vụ tốt phiếu tích uống trà sữa đào toping trân_châu trắng đào ngon trân_châu trắng dai dai ghế ghế khu ghế góc đựng sách tiểu_thuyết đọc,Positive
12213,Anh Thư,đầu uống dingtea ổn uống review k uống trà sữa uống vị tạm ổn gía ngang trà sữa thương_hiệu k phàn_nàn đường cộng_hòa maximart cộng_hòa hướng vòng xoay lăng kĩ bình_thường phiếu tích nha,Positive
12214,Ngọc Hạnh,ok h trưa mb vẻ kh nhiệt_tình lắm không_gian ổn bàn học làm_việc kiểu bàn tủ tiểu_thuyết uống đọc trà sữa lài trân_châu lạ uống ok trà sữa hokaido trc hơi thất_vọng tí vẻ mùi cà_phê trà sữa olong trc bth trân_châu kh gongcha đồ mặn kiểu fast fod tokboki giá vẻ hạt_dẻ thương_hiệu gongcha koi hợp hsv,Negative
12215,ViVi Nguyễn,lắm r ghé không_gian cũ trà sữa đường đen uống ngon trà sữa socola hơi nhạt đá dặn nv 50 đá hơi thất_vọng đồ uống ok,Negative
12216,Phương Trần,ding tea đứng 1 khoản trà sữa học_trò c không_gian ️ ️ ️ ️ bao cute hợp cạ xì xì tai thích selfie kiểu không_gian đơn_giản thoáng mát sáng_sủa không_gian lầu hơi bẩn background bao col thức uống ️ ️ ️ ️ ️ món yêu thích món kinh_điển tiệm trà sữa socola trân_châu đen đậm_đà béo trân_châu lạ ding tea hồng trà món highly recomend uống phục_vụ ️ ️ ️ ️ nhanh_nhẹn dễ_chịu gương_mặt hơi méo 9 30 kiểu ổn giá_cả ️ ️ ️ ️ ️ giá_cả ổn thương_hiệu mặt_bằng ding tea ch chi_nhánh phiếu stamp chương_trình khuyến_mãi đều_đặn dân trà sữa xếp_hạng ding tea thương_hiệu ding tea 1 không ding tea đậm_đà hương_vị bao ding tea hương_vị thời cắp sách không ding tea dính phốt don t care ủng_hộ hết_mình,Positive
12217,Thanh Phương,mê dingtea đỡ uống nát menu tặng không ly mua ly v giá tầm trung chất_lượng oke,Neutral
12218,Bi Trần,đồ uống ngon,Positive
12219,Hp Mọi,trà sữa ngon phục_vụ dễ_thương lắm lắm,Positive
12220,Phuong053,không_gian ấm_cúng matcha vị ổn,Neutral
12221,Bo Bo,hôm_nay deli giao trà sữa hokaido trà sữa hương lài hai trân_châu trắng đen hokaido cream cream ngon hơi trân_châu trắng đen ngon trà sữa ngon hơi trà sữa hương lài 1 2 đường ngon thanh_mát thử hương lài,Positive
12222,Tramy Pham,ding tea cộng_hoà không giao_lưu thưởng_thức nghệ_thuật kịch cà_phê tía_lia tổ_chức hàng tuần thưởng_thức nghệ_thuật kịch cà_phê nhâm_nhi ly trà sữa khóc cười nhân_vật kịch diễn_viên tài_năng huỳnh lập quang trung trà ngọc quỳnh lý thể_hiện bảo_đảm không quên đăng_kí coi hoài không chán giá cộng phụ_thu 130 150k 3 coi kịch tiền rẻ diễn nghệ_sỹ trẻ đam_mê nhiệt_huyết vời nghề dingtea cộng_hoà tía_lia trẻ giải_trí tuần thú_vị,Negative
12223,Veeilu,hôm 7 9 mưa dingtea order yogurt đường k e trả_lời 2 vị đường k đc yogurt nho uống e k đường ngọt_vậy nv trả_lời ngọt_xớt k pha đường si rô đường 1 chút thông_cảm vụ không đường vui thông_cảm rõ_ràng 2 đầu order không đường yogurt đường order món đành 1 ly yogurt 39k uống ly ô long vs 25k đỡ thất_vọng,Negative
12224,Gi El,quán view ổn thức uống ngon đá trà sữa chút,Positive
12225,Đoàn Ngọc Dung,bộ_mặt cty quán thể_hiện xe bảo_vệ quán thiện_cảm lịch_sự trở_lại 1 ko thiện_cảm lịch_sự 1 ác_cảm ko thích quán 1 bảo_vệ quán không lịch_sự ác_cảm_quán tất_nhiên không tất_nhiên ko giới_thiệu bạn_bè quán quán tệ không,Negative
12226,Lá Bối,trà ngon đặc_trưng giá_cả hợp chất_lượng không_gian quán ổn dễ_thương,Positive
12227,TrA PHAN,quán vẻ hơi tối không_gian decor ok đồ uống ly xinh trà đen không lắm bảo trà sữa chocolate ngon lắm uống no không cơm nổi hôm_qua cộng_hòa trời mưa lội mua giá_cả rẻ thương_hiệu,Negative
12228,Ánh Quỳnh,uống trà sữa ngon uống thích trân_châu trắng cực_kì ngon dai dai giòn giòn chín_tới milkfoam cực_kì dở toàn bọt kem mùi_vị nhạt trà thử trà ô long đào vị đào ko menu đa_dạng phong_phú trà trà sữa đá xay toping thức_ăn vặt giá_cả thương_hiệu trà sữa dingtea rẻ không_gian rộng_rãi mát_mẻ decor ok hơi tối vui_vẻ nhiệt_tình thân_thiện dễ_thương phục_vụ nhanh_nhẹn chỗ xe rộng xe miễn_phí bảo_vệ thân_thiện nhiệt_tình quán mặt tiền_đường cộng_hoà,Positive
12229,Yin Le,hôm gấu ghé quán không_gian không bảng lịch diễn kịch tía_lia tiếc ghê 1 kịch order sữa_chua trà xanh boy uống trà sữa trà xanh đậu_đỏ đồ uống recomend quán 2 uống size chờ đem tầng thích bài_trí quán bảng_đen vẽ hình phấn trắng phấn màu trông thân_quen gần_gũi đồ uống thất_vọng sữa_chua trà xanh tưởng màu xanh lá matcha hk ngờ màu vàng thoạt_đầu tưởng lộn đồ uống chua hk cảm_nhận trà xanh mùi trà xanh không uống t_t,Negative
12230,Katherine Le,trà sữa thơm ngon trân_châu dai dịu vừa_miệng puding ngon không bở không nát chỗ uống trà không đường công_nhận vừa_miệng lắm mùi thơm chát trà ly trà xí muội trà vị kì lợ lợ kiểu chua không chua không cảm_giác loãng loãng không hợp_khẩu_vị cộng cới đường giá_cả hợp_lí uống tiếp giao hàng,Negative
12231,Trannuhamy,kêu 2 ly 1 trà sữa 1 matcha size m uống kêu ly trà sữa 50 đường 50 đá ly matcha 75 đường matcha không trà sữa giá rẻ không đắt 2 ly 74k,Negative
12232,Thạch Thảo,uống chi_nhánh thành thái fail thử chi_nhánh ok v c pha đậm trà uốn dòng milk foam khen uống ngon không ngon gongcha v không_gian đẹp chi_nhánh thoáng không ngộp phục_vụ đợi tý chi_nhánh không ồn_ào chỗ học láu ok giá_cả tương_đối không mắc không rẻ phân tầm trung trà sữa,Negative
12233,Khanh Phương,hôm_qua uống thử tuyệt check in trẻ uống ngon giá_cả phục_vụ tận_tình 3 view lầu chê đường cộng hòa quán mặt_tiền lịch bạn_bè thưởng_thức trà nha,Positive
12234,Cẩm Nguyễn Thị,uống trà sữa hoài uống đc kha_khá ngon hihi vd trà sữa socolate trà sữa đường đen trà sữa ô long trân_châu trà sữa nhài trân_châu trà xanh xoài đào kiwi trà chanh_quất yakult trà xanh haiz kể_ra thèm ghé 47 cộng hòa uống trà sữa,Positive
12235,Mio Phan,quán mặt tiền_đường cộng_hoà kiếm đồ uống đa_dạng trà sữa trân_châu trà sữa trà xanh trà sữa hoa_nhài trà sữa ngon trân_châu dai dai trà không gắt mùi trà đậm vị uống thích lắm gửi xe thân_thiện dắt xe giúp cười vui_vẻ niềm_nở phục_vụ tốt hài_lòng giá 30 60k 1 ly xét mặt thử,Positive
12236,Mon Ann,thích quán trà sữa đậm trà không đá quán trà sữa bestseling nhài sữa olong sữa thiệc tình size m uốg không thèm toàn order size l thoả_mãn thèm qoá quán bảo_vệ nhiệt_tình lắm bữa trời nắng bạt che yên xe đỡ nóng thương chúc quán đắt ủng_hộ quán dài_dài nạ,Positive
12237,Bo Kun,trà sữa ngonem thích ts socola nè si cu na gé quán thể test menu,Positive
12238,Thục Anh Nguyễn,ấn_tượng quán không_gian ổn đèn_vàng ấm_cúng máy_lạnh wc sạch_sẽ thân_thiện hình_thức ly trà sữa trình_bày ổn đá uống quán milkfoam làm_ơn nắp dán tháo ah dơ lắm trai milkfoam phân_biệt hương_vị thề cuộc_đời ngôi_vị trà sữa dở phong chatime soán dingtea trà sữa cực_kỳ cảm_giác tiểu_đường kem sữa chút_xíu tan kem sữa trời đường thống_trị cảm_giác ngang_ngửa ensure kinh_dị tín_đồ trà sữa ngấy trà sữa cổ nằm_mơ ác_mộng dingtea heiz btw giá k rẻ nha 2 ly 10k,Neutral
12239,Mai Lâm,uống thử 1 mua ổn không thích cửa lắm hàn 1 sắt không kỹ vẻ hơi nguy_hiểm thẩm_mỹ độ thiện_cảm quán bảo_vệ nhiệt_tình vui_vẻ,Negative
12240,Giang Nguỵ,xin_lỗi góp_ý hôm_nay 2 ly giao ding tea 1 ly trà sữa trân_châu size l trân_châu 1 1 ly trà sữa olong size l trân_châu trắng trân_châu đen 2 ly 2 không uống ổn ly 1 không ly 1 hút cứng cứng không ruồi to góp_ý quán giữ_gìn vệ_sinh an_toàn thực_phẩm cẩn_thận quên chụp hình sợ lè gạc trôi mong quán vệ_sinh an_toàn thực_phẩm tốt sự_thật không bịa_đặt mục_đích ảnh_hưởng tập_thể_nào,Negative
12241,Vy Lê,uống ding tea 2 lan lan dau uống trà sua olong lay dg hoi nhạt van ngon 2 kêu han ly trà sua dg đen size lon lạt nen lay 2 3 ngọ troi đất uống bệnh tiểu_đường du_vậy hên k ful dg phai đá tan mik đá va nc lọc van thất_vọng dat trà k dat trà sua nua mong lân mua trà ding tea lam thuong hieu se k lam mik thất_vọng,Negative
12242,Quang Nguyễn,đầu uống thích ngon quán đường cộng_hoà nè mặt_tiền tốt không enjoy lắm không đồ uống okie ngon không bàn uống trà sữa ô long giá chấp_nhận,Positive
12243,Truc Takarai,đợt uống hồng trà trân_châu ok ko đặc_sắc mặt_bằng cavs quán trà sữa ding tea hơi yếu_thế quán ko gian rộng_rãi hợp họp lắm decor lầu thuoeng,Negative
12244,Vi Ng,thử trà sữa dingtea dấu ngon không phàn_nàn 3 giá không quán đường cộng hòa quẹo đường út tịch,Neutral
12245,Minh Minh,k s hồi xưa uống k hồi k để_ý ngon dở thích quán hồi ngon dở ms tiện đường vô_lại quán ly trà sữa dặn 30 đường 70 đường k nhầm j k chất_lượng 1 ly 35k j loãng thua ly trà sữa 10 15k chẳng thơm trà chẳng dở_đc kiểu sữa loãng chấm sợ hôm đi_nữa,Positive
12246,Nguyễn Ngân,hôm bữa k fd quán cũg phổ_biến hn uốg thử đg cộg hòa hg ngc p đẫu xe_hơi không_gian 1 1 lầu k gian thóag dễ_chịu trag trí ổn bình thg k niềm_nở nhưg cũg k j phàn_nàn thức uốg ly ts đào thạch lô hội trà olong vs 1 ts olong ly ngon lô hộ vui miệg bao_bì hồg hồg cũg dth 2 ly olong k đc ngon lắm ghé quán,Positive
12247,Loads Of Food,bữa ghé mua tầm 4h quán vắng order trà xanh quán bảo đổi hồng trà trân_châu trắng hồng trà vị bình_thường hơi chát xíu không cafe vani ổn thành thái menu dingtea cực không_gian rộng_rãi menu đồ thành thái không đợi tầm 5p,Negative
12248,Khải Nguyên,lắm uống dingtea tụt cảm_xúc ban_đầu trà chanh_quất món thích kêu món trà đen mận uống dingtea đà_nẵng ok trà đen mận uống vô chát kinh_khủng vị tạm uống trà_mận mận ngon trà mận không mận không bó_tay đà_nẵng uống rõ_ràng ngon quán mận bình_thường phòng đà_nẵng ak bảo đợi không câu lịch_sự quầy giúp mà_phát_ngôn câu ăn_xin không quầy bàn 4 chân không hộ tệ phong_cách quán phục_vụ không câu lịch_sự hài_lòng không_gian quán thoải_mái chỗ xe thoáng mát quán đường uống,Negative
12249,Đỗ Yến Nhi Đỗ YếN Nhi,quán rộng_rãi trang_trí không đẹp lắm sạch_sẽ thoáng thân_thiện nhanh_nhẹn đồ uống 1 trà sữa ô long 1 trà sữa trân_châu trân_châu đen trân_châu trắng trà sữa hơi xí không nổi_bật quán trân_châu trắng là_lạ nhai giòn giòn thạch ngon,Positive
12250,Bảo Uyên,ấn_tượng quán trang_trí bắt_mắt đẹp trà sữa uống milk foam gắt cổ loãng giá quán trà sữa vỉa_hè rộng gửi xe ok,Positive
12251,Nye Lulu,_vị trí hơi không để_ý lố vỉa_hè xe thoải_mái trưa vỉa_hè sửa không bảo_vệ hơi ớn _không gian bàn thoải_mái thoáng góc sống ảo trưa lầu _menu không trà sữa toping giá _chất trà sữa hạt_dẻ trân_châu thạch_dừa trà sữa hơi dừa nốt li 46k trà sữa đá _nhân viên phục_vụ thân_thiện,Negative
12252,Yuki Mario,dingtea 2 trà best seler quán trà sữa thử không nhận_xét trà thử mùi olong hồng trà trà xanh mùi_vị tương_đối không xuất_sắc quán trà trân_châu trắng quán không dai ổn hôm_nay coa thiwr order lớp milkfoam hối_hận cực_kì milkfoam tệ lắm đánh không đẹp vị chán dã_man rút kinh nhiệm ghé order trà trà sữa milkfoam giá_cả ổn chất_lượng mặt bàng không_gian quán tương_đối_nhỏ không đông thoải_mái nhiệt_tình dễ_chịu,Negative
12253,Shenon Rero,matcha đậu_đỏ loãng toạch wifi rùa quán 4 không hôm_nay pha cẩu_thả không cầm ly đường chả matcha dính dở lắm_chuyện,Negative
12254,Ivy Trần,hôm min trú nắng team dingtea tuyệt_vời team 3 ly trà sữa hoa nhài milkfoam trân_châu trà sữa chocolate trà sữa thạch_dừa trà sữa nhài thơm dịu nhẹ lớp milkfoam béo béo trân_châu dai ngon trà sữa chocolate đậm mùi trà sữa thạch dừa ngon thạch dừa hơi pha mùi ko mùi trà sữa truyền_thống view đẹp sống ảo bao chất thân_thiện đợi order tiền trc r hẵng trà sữa vui_vẻ kêu lầu r bao h order giá_cả ổn rẻ thương_hiệu trà đài loan trừ duy_nhất địa_điểm ko đc đường cộng_hòa hướng vòng xoay lăng 1 vòng đc,Positive
12255,Shana Kawasaki,tít ngã tư bảy hiền chỗ lắm xe_đạp hjc công_nhận đồ uống ngon trân_châu ngon view tuyệt_vời rồi view đẹp cực_kì đẹp bật thích hjhj bù thức uống ngon lỡ trót_dại ly uống xong no căng bụng no tối không tối hôm hơi ngao_ngán không hình chụp thức uống view đẹp mải selfie hjc hjc,Positive
12256,Mênh Tiết,bình_thường thích không_gian quán không lắm không kiểu giành chỗ quán bãi xe chạy gửi xe vô menu quán uống trà sữa hokaido hơi nhẵn lạc không pha_lạc ngang ghé thử hướng 1 chiều lươn siêu_dài cắt ngang trung_tâm thành_phố,Negative
12257,Anh Dang,trà trái_cây chủ yếuvới trà xanh kiwi tương_đối ổn uống bình_thường,Neutral
12258,Ivyphan050890,thử trà sữa khoai_môn trân_châu giá 37k công_ty order vòng 30p ship order trà sữa thơm trân_châu dai ngon thích,Positive
12259,Trần Thanh Nhã,trường trục đường tiện địa_điểm học thân_thiện xe thu_ngân học trưa tối không tốn phí phụ_thu nói_chuyện hơi ồn_ào choáng chỗ vui_vẻ không tỏ thái_độ giúp kéo bàn ghế lầu 1 shop quần_áo thức uống giá tầm 30 60k bánh pha_chế vừa_miệng không ly trà sữa 1 tí nước_đá tan thích đá không vị trà sữa,Negative
12260,Vương Ngọc Cát Tường,trà sữa thơm view rộng nhạc nhiệt_tình tuyệt_vời,Positive
12261,Boo Boo,quán trường ghé uống thử quán xe lề_đường quân_y viện xe thẻ đàng_hoàng miễn_phí quán mặt tiền_đường thành thái bệnh_viện 15 đối_diện cây_xăng không_gian rộng_rãi thành thái máy_lạnh đầy_đủ mát_mẻ thức uống đa_dạng món lựa_chọn trà trái_cây trà sữa trà ván sữa trà ván sữa ngon béo mặn mặn kiểu gong trà trái_cây thơm mùi trái_cây không toàn hương trà sữa béo trân_châu dai dai anh_chị phục_vụ nhiệt_tình khuyết_điểm quán không nước_lọc uống uống trà sữa,Negative
12262,Hương Phạm,2 order trà sữa mật_ong trà sữa hokaido trân_châu đen hokaido mãi_mãi ngon chỗ hokaido 3 trân_châu mềm ngon trà sữa mật_ong đậm vị tóm giá_cả xứng_đáng chất_lượng ko gongcha bù menu ko đa_dạng wifi ok ko gian tương_đối hơi ánh_sáng học_tập làm_việc bàn ghế hơi sát decor phục_vụ bình_thường hôm đc tặng bao lì_xì 3,Positive
12263,Alexvien,quán thèm mua uống kỉ uống 1 uống quán trà sữa hương_vị dinh tea thu_hút bao_bì bắt_mắt bắc chi_nhánh nam chi_nhánh mua quán chi_nhánh tốt quán đường cộng_hoà kẹt xe thường_xuyên đầu lương hơi bất_tiện,Positive
12264,Cá Đao,ghé quán trưa quán vắng phục_vụ dễ_thương lắm phục_vụ không_gian quán bình_thường không đặc_sắc lầu quán bảo mở_cửa tầng trà sữa uống trà sữa xanh uống trà sữa mật_ong ổn giá tiền trân_châu trắng ngon ly trà sữa đá lắm uống no căng lun uống size quán thẻ tích thích,Positive
12265,Thanh Lu Pham Ngoc,trà sữa trà xanh đậu_đỏ 40k trân_châu đen tiền lắm đá trà sữa chã đá trà sữa thơm hơi k vị matcha đậu_đỏ trời đậu_đỏ ngon bùi bùi béo béo thơm trân_châu đen dai k thích nchung dingtea giá tầm trung chất_lượng tốt,Positive
12266,Thảo Nguyên,đường cộng hòa không xíu không_gian rộng thoáng lầu trang_trí đẹp thích_hợp sống ảo trưa không đông yên_tĩnh menu đa_dạng uống thử menu không uống món thử trà xanh sữa trân_châu trà sữa thơm vị không nhận_xét tuyệt_vời giá_cả chất_lượng đồ uống hợp_lý lịch_sự thử món hôm_nay quán nhạc toàn thích cảm_tình,Positive
12267,Alex Park,uống ok nah bữa ghé uống trà sữa trà xanh trân_châu trắng ok xảy ghiền trân_châu trắng kinh_khủng trân_châu trắng thích lắm,Positive
12268,Minh Trang,hồi hà_nội dingtea thử bh sg 2 chi_nhánh chỗ ngại ghê hnay rảnh ghé mua 2 li tsua olong vs trà xanh sữa trời_ơi 1 thui ngon cực trân_châu trắng nhai sực sực vãi cộng 1 li đá nha order dth f ghé hoài,Positive
12269,Bành Dy,uống mê đầu chung_tình hồng trà sữa trân_châu trắng đen quán mặt_tiền kiếm giá_cả tạm ổn quán ny mê rảnh chạy,Positive
12270,Công Quang,đầu quán quán xinh trang_trí dễ_thương ấm_cúng quán lạnh teo thân_thiện dễ_thương đồ uống olong trà đen ngon hậu đường 1 quán thử,Positive
12271,Quang Nguyễn,quán đóng_gói ok mì xào hàu 60k món thử tiền chất xào rau đậm_đà hơi dầu hàu nướng mỡ hành thơm ủng_hộ quán,Positive
12272,Uyen Nguyen,kĩ hình_thức gói bánh kèm khăn giấy bao_tay nilong khẩu_vị ngon vỏ bánh hơi dày chấp_nhận đc nhen,Neutral
12273,Truongthaithuyduong,bánh bột lọc dai ngon 1 tôm to 2 bánh bánh chất_lượng nước_mắm ngon lắm cay hi_vọng tiệm bớt ớt hoàn_hảo flan trân_châu vị không trân_châu hơi mềm dai quán khắc_phục nhen ủng_hộ ️,Positive
12274,Aki Yukiko,bánh bột lọc giá gốc 35k đắt vs giá bình_thường quán khuyến_mãi ổn_áp nước_chấm ngon đt chụp xấu bánh đẹp nha_mn,Positive
12275,Bygones Ry,ban_đầu_đọc review hơi đắn_đo bình_luận bánh bột lọc tôm hình chụp thử bánh nóng đóng_hộp cẩn_thận nước_chấm ổn vừa_miệng 1 2 tôm bánh tùy_tôm to_nhỏ mỡ vỏ bột lọc hơi dai bình_thường cảm_giác nhai xong tiêu vỏ bánh góp_ý nhẹ chủ quán bớt dai tuyệt_vời bánh bột lọc quán thèm,Positive
12276,Thanh Trang,order combo 10 bánh bộc lọc bánh flan 1 ly chè bưởi 1h30 giao bánh hột lọc nóng_hổi chè bưởi ấm ấm đóng_gói cẩn_thận lắm nhen bánh bột lọc giao nóng_hổi nước_mắm kèm đậm_đà lắm bánh không ngon nha giá gốc 30k 10 bé bé vui mồm không no nha bánh okayla lắm nè bánh flan đầu tưởng cafe hong dè trân_châu đen nha anh_em kèm bánh flan okayla lém flan không gắt kèm trân_châu đường đen vị nè flan không mùi trứng ổn_áp không dở không ngon xuất_sắc chè bưởi ly hình 12k nhen hong hạp vị lắm mẹ khen ngon kiểu bột năng hơi ớn nhe không gắt dừa không béo hơi bột năng ly hình mua tổng_cộng 36k freship nha đêm no bụng gợi_ý thử bánh bột lọc nha ngon,Negative
12277,Mậu Xuân Phan Thị,bánh ngon quá_xá lắm dc bánh bột lọc bánh dai dai chấm nước_mắm cay dzách,Positive
12278,Thanh Mai Đặng Thị,bánh flan ngon không đắng mùi trứng không ngon lắm 3 lun nhìu bánh ổn,Neutral
12279,Hải Ðường Hồ Thị,tối xong hũ bánh flan mềm mịn mát tan miệng beo_béo xen nhẹ lớp caramel đắng đắng cưỡng,Neutral
12280,Mỹ Duyên Võ Thị,buồn miệng thèm bánh bột lọc tini bánh_dẻo_dai lạ lạ tôm thịt ba_rọi đậm_đà vừa_miệng chấm nước_mắm chua_cay ngon sảy,Neutral
12281,Misale,đọc review khen bánh ngon hình_ảnh hấp_dẫn order 20 tôm baby nhỏ_xíu đẻ thịt mỡ nhỏ_xíu hình_ảnh không miêu_tả không khen,Positive
12282,Vân Thùy,order 1 bánh bột lọc chè bưởi sữa_tươi trân_châu đường đen thạch trái_cây hộp chè bưởi 50k to_đùng không tội ham_hố tủ_lạnh sáng_mai 4 chè cùi bưởi giòn ngon cùi bưởi hơi chỗ số_lượng đè kích_thước chè giao nóng_hổi vừa_miệng đá nhạt bớt dừa thơm béo bánh bột lọc giá 30k 10 bánh giá rẻ bánh chỗ giá 35k 40k ko ngán tôm to tươi ghét thịt_mỡ cộng quán hủ nước_mắm ngon mắm sệt mặn kiểu thích tini order bánh bột lọc quán nước_mắm mặn kiểu huế ko thích lắm xong chừa nước_mắm mai ốc tiếp sữa_tươi trân_châu đường đen đọc review now quán khen ngon okie vị béo đậm_đà thạch trái_cây lạ_miệng trân_châu dai dai giòn giòn sữa_tươi quán tini đậm_đà tocotoco ly 25k to_đùng chỗ quán cskh tốt nhắn_tin hỏi_thăm bảo_quản cốt dừa đêm ủng_hộ quán tini dài_dài,Positive
12283,Phuc Tam Nguyen,quán quen giới_thiệu chục bột lọc hồi quán bánh bột lọc order toàn 80 10 sướng bánh ngon cực bột dẻo dai thích nhân nêm nếm nước_mắm thần_thánh đặc kẹo ngon lắm nha chè bưởi ăn_đủ ly 12k hộp 30k 50k tiền chè bưởi giòn thơm chè không,Positive
12284,Phuong Le,quyết_định viết 1 review cực_kì quý_mến cảm_tình shop lắng_nghe tiếp_nhận ý_kiến khách_hàng thái_độ cầu thị chân_thành ntnay shop đc bảo_tồn nhân_giống review hôm trc chủ tiệm chủ_động liên_lạc hôm chè bưởi fail ko ngon tặng 1 chè hoàn tiền dễ_thương chủ quán phép ko hài_lòng ko chui vô bụng khẩu_vị phàn_nàn ko hợp b back tiền thiệt_thòi b ko mắng chấm tệ b tử_tế b hnay qdinh thử 1 chè bưởi cùi giòn ngon dừa thơm lắm chè hơi khẩu_vị bắc thích ko đá xíu mặn dừa vô dung_hoà vừa_vặn ngon hẳn trc sữa_chua trái_cây thơm ngon vị nè bánh bột lọc chuyên_môn món ko mẹ khen ngon ah recomend ng sữa_tươi trân_châu quán ngon lắm nha hôm trc fail chè bưởi bực_bội e món dọc đường chờ nếm thử ngon uống k chừa túm ủng_hộ quán nha ️,Positive
12285,Phuong Le,đạo chè bưởi 1 uy_tín làng review mua thử chè bưởi chỗ chè bưởi ngon ô ô khen bánh bột lọc od od chè 1 tâm_trạng háo_hức ship ko quên od 1 quán quen sg hiện_giờ hợp miệng so_sánh od 1 ly bưởi thử kèm bánh flan sữa_tươi trân_châu cảm_giác đc ly chè bưởi hơi buồn hình ly chè bưởi màu nhạt mãi lèo_tèo đỗ cùi cực_kì cực_kì mỏng le mỏng lét oke nếm thử muỗng ôi má đường đường sộc vô não ngọt_lịm vị đường hoá_học cố cắn cùi bưởi đỗ vị tệ ko diễn_tả ly chè bưởi tệ 1 cú fail cực nặng_nề chè bưởi thất_vọng toàn_tập hình chè chỗ mua ly chè mua hẳn vị bánh flan ổn sữa_tươi trân_châu ngon ko cứu tâm_trạng thất_vọng chè bưởi mua qá sợ khẩu_vị kì gói 1 chè bưởi ly chè bưởi e thử nhận_xét chè bưởi tệ 1 fan cuồng chè bưởi,Negative
12286,Đào Trà,10k mua đồ shop ná thở bánh bột lọc 2 lăn_quay ham_hố flan trân_châu hộp chè bưởi folow shop xong mụp chục d đồ rẻ ngon chủ shop nấu yên_tâm,Positive
12287,Thanh Trần,chè bưởi vừa_phải dừa béo thơm thích chè bưởi shop không ăn_ở chất 1 ly chè 12k,Positive
12288,Nhi1193,bánh bột lọc dẻo nhân ngon không bở biệt nước_mắm sệt ngon flan trân_châu đường đen lạ lạ ghiền chè bưởi ngon chỗ cùi bưởi giòn không đắng shop phục_vụ dễ_thương 10,Neutral
12289,Htnk1991,mì trộn ngon chủ dễ_thương vui_vẻ nhiệt_tình đồng_tiền trải nghiệm thú_vị,Positive
12290,Meo Meo,thèm bánh mile crepe úc tiệm dè thử 1 u_mê không lối lú bánh creme brule earl grey tiệm bánh mềm xốp béo không lớp kem tầng vị béo không ngấy không tiệm thử toàn đường siêu ghiền ghiền thử u_mê,Negative
12291,Phúc Tài,rãnh rỗi thử order bánh chuncakes order 1 original mile crepe 1 matcha milk 2 đóng_gói chu_đáo túi đựng bánh cằm vô_cùng nha bánh đựng gọn_gàng khay nắp đậy cẩn_thận nha đóng_gói 1 cộng mile crepe nhẹ_nhàng beo_béo không lớp bánh đầy_đặn mềm cực_kì xốp tan miệng matcha milk màu xanh đẹp bắt_mắt đặc_trưng match không beo_béo uống ướp_lạnh cảm_nhận hương_vị chốt xứng_đáng vs tiền 2 chất_lượng,Neutral
12292,Tống Thị Phương Dung,sò nướng thơm ngon sốt đậm vị chất_lượng chấm bánh_mì nóng_ăn siêu ngon,Positive
12293,Phạm Thị Nhàn,ốc ngon chất_lượng hàu sò lông tươi ngon vị sốt đậm_đà chấm bánh_mì ngon lấm,Positive
